ID_Venta,ID_Cliente,Fecha_Venta,Metodo_Pago,Modo_Entrega,ID_Detalle_Venta,ID_Producto_Venta,Cantidad,Precio_Unitario,Longitud_mt,Capas,Tipo_Empaque,ID_Producto,Tipo_Producto,Denier,Longitud_mm,Descripcion,ID_Importacion,Costo_Unitario,Volumen,Fecha_Importacion,Costo_Transporte,IVA,Arancel,Costo_Agente,Fecha_Costo,ID_Produccion,Costo_Produccion,Cantidad_Producida,Fecha_Produccion
376,1,2024-08-17,QR,Retirado,2103,1,20.0,22.5,,,saco,1,Fibra Siliconada,15,64,Grade A made in China,1.0,1.27,10000.0,2023-01-04,1016.0,1898.65,1270.0,63.5,,1.0,0.3,3000.0,2023-01-31
376,1,2024-08-17,QR,Retirado,2104,1,20.0,22.5,,,saco,1,Fibra Siliconada,15,64,Grade A made in China,1.0,1.27,10000.0,2023-01-04,1016.0,1898.65,1270.0,63.5,,1.0,0.3,3000.0,2023-01-31
376,1,2024-08-17,QR,Retirado,2105,3,10.0,23.0,,,saco,3,Fibra Siliconada,7,64,"material suave grade a, hcs - made in China",,,,,,,,,,,,,
376,1,2024-08-17,QR,Retirado,2106,2,20.0,22.5,,,saco,2,Fibra Siliconada,18,64,"material extra aspero grade a, hcs - made in China",,,,,,,,,,,,,
377,1,2024-08-20,Efectivo,Retirado,2107,6,12.2,24.5,2.4,6.0,rollo,6,Fibra Discontinua de poliéster,15,64,psf material semi rigido de difusión para la creación de guata o lamina de poliéster,,,,,,,,,,,,,
377,1,2024-08-20,Efectivo,Retirado,2108,5,12.0,24.5,2.4,3.0,rollo,5,Fibra Discontinua de poliéster,18,64,psf material rigido de difusión para la creación de guata o lamina de poliéster,,,,,,,,,,,,,
377,1,2024-08-20,Efectivo,Retirado,2109,5,11.7,24.5,2.1,2.0,rollo,5,Fibra Discontinua de poliéster,18,64,psf material rigido de difusión para la creación de guata o lamina de poliéster,,,,,,,,,,,,,
377,1,2024-08-20,Efectivo,Retirado,2110,5,10.7,24.5,2.1,4.0,rollo,5,Fibra Discontinua de poliéster,18,64,psf material rigido de difusión para la creación de guata o lamina de poliéster,,,,,,,,,,,,,
377,1,2024-08-20,Efectivo,Retirado,2111,6,9.7,24.5,2.1,4.0,rollo,6,Fibra Discontinua de poliéster,15,64,psf material semi rigido de difusión para la creación de guata o lamina de poliéster,,,,,,,,,,,,,
377,1,2024-08-20,Efectivo,Retirado,2112,1,10.0,22.5,,,saco,1,Fibra Siliconada,15,64,Grade A made in China,1.0,1.27,10000.0,2023-01-04,1016.0,1898.65,1270.0,63.5,,1.0,0.3,3000.0,2023-01-31
377,1,2024-08-20,Efectivo,Retirado,2113,1,10.0,22.5,,,saco,1,Fibra Siliconada,15,64,Grade A made in China,1.0,1.27,10000.0,2023-01-04,1016.0,1898.65,1270.0,63.5,,1.0,0.3,3000.0,2023-01-31
377,1,2024-08-20,Efectivo,Retirado,2114,1,10.0,22.5,,,saco,1,Fibra Siliconada,15,64,Grade A made in China,1.0,1.27,10000.0,2023-01-04,1016.0,1898.65,1270.0,63.5,,1.0,0.3,3000.0,2023-01-31
377,1,2024-08-20,Efectivo,Retirado,2115,3,10.0,23.0,,,saco,3,Fibra Siliconada,7,64,"material suave grade a, hcs - made in China",,,,,,,,,,,,,
377,1,2024-08-20,Efectivo,Retirado,2116,2,10.0,22.5,,,saco,2,Fibra Siliconada,18,64,"material extra aspero grade a, hcs - made in China",,,,,,,,,,,,,
377,1,2024-08-20,Efectivo,Retirado,2117,3,20.0,23.0,,,saco,3,Fibra Siliconada,7,64,"material suave grade a, hcs - made in China",,,,,,,,,,,,,
377,1,2024-08-20,Efectivo,Retirado,2118,3,10.0,23.0,,,saco,3,Fibra Siliconada,7,64,"material suave grade a, hcs - made in China",,,,,,,,,,,,,
377,1,2024-08-20,Efectivo,Retirado,2119,1,20.0,22.5,,,saco,1,Fibra Siliconada,15,64,Grade A made in China,1.0,1.27,10000.0,2023-01-04,1016.0,1898.65,1270.0,63.5,,1.0,0.3,3000.0,2023-01-31
378,1,2024-09-01,Efectivo,Retirado,2120,6,9.8,24.5,2.4,3.0,rollo,6,Fibra Discontinua de poliéster,15,64,psf material semi rigido de difusión para la creación de guata o lamina de poliéster,,,,,,,,,,,,,
378,1,2024-09-01,Efectivo,Retirado,2121,5,11.8,24.5,2.3,3.0,rollo,5,Fibra Discontinua de poliéster,18,64,psf material rigido de difusión para la creación de guata o lamina de poliéster,,,,,,,,,,,,,
378,1,2024-09-01,Efectivo,Retirado,2122,5,8.5,24.5,2.3,5.0,rollo,5,Fibra Discontinua de poliéster,18,64,psf material rigido de difusión para la creación de guata o lamina de poliéster,,,,,,,,,,,,,
378,1,2024-09-01,Efectivo,Retirado,2123,6,9.5,24.5,2.0,5.0,rollo,6,Fibra Discontinua de poliéster,15,64,psf material semi rigido de difusión para la creación de guata o lamina de poliéster,,,,,,,,,,,,,
378,1,2024-09-01,Efectivo,Retirado,2124,6,11.4,24.5,2.2,5.0,rollo,6,Fibra Discontinua de poliéster,15,64,psf material semi rigido de difusión para la creación de guata o lamina de poliéster,,,,,,,,,,,,,
378,1,2024-09-01,Efectivo,Retirado,2125,1,10.0,22.5,,,saco,1,Fibra Siliconada,15,64,Grade A made in China,1.0,1.27,10000.0,2023-01-04,1016.0,1898.65,1270.0,63.5,,1.0,0.3,3000.0,2023-01-31
378,1,2024-09-01,Efectivo,Retirado,2126,3,10.0,23.0,,,saco,3,Fibra Siliconada,7,64,"material suave grade a, hcs - made in China",,,,,,,,,,,,,
378,1,2024-09-01,Efectivo,Retirado,2127,2,20.0,22.5,,,saco,2,Fibra Siliconada,18,64,"material extra aspero grade a, hcs - made in China",,,,,,,,,,,,,
378,1,2024-09-01,Efectivo,Retirado,2128,2,20.0,22.5,,,saco,2,Fibra Siliconada,18,64,"material extra aspero grade a, hcs - made in China",,,,,,,,,,,,,
378,1,2024-09-01,Efectivo,Retirado,2129,1,10.0,22.5,,,saco,1,Fibra Siliconada,15,64,Grade A made in China,1.0,1.27,10000.0,2023-01-04,1016.0,1898.65,1270.0,63.5,,1.0,0.3,3000.0,2023-01-31
378,1,2024-09-01,Efectivo,Retirado,2130,2,10.0,22.5,,,saco,2,Fibra Siliconada,18,64,"material extra aspero grade a, hcs - made in China",,,,,,,,,,,,,
378,1,2024-09-01,Efectivo,Retirado,2131,2,20.0,22.5,,,saco,2,Fibra Siliconada,18,64,"material extra aspero grade a, hcs - made in China",,,,,,,,,,,,,
378,1,2024-09-01,Efectivo,Retirado,2132,3,20.0,23.0,,,saco,3,Fibra Siliconada,7,64,"material suave grade a, hcs - made in China",,,,,,,,,,,,,
379,1,2024-09-08,QR,Entregado,2133,6,11.6,24.5,2.2,5.0,rollo,6,Fibra Discontinua de poliéster,15,64,psf material semi rigido de difusión para la creación de guata o lamina de poliéster,,,,,,,,,,,,,
379,1,2024-09-08,QR,Entregado,2134,6,11.7,24.5,2.0,1.0,rollo,6,Fibra Discontinua de poliéster,15,64,psf material semi rigido de difusión para la creación de guata o lamina de poliéster,,,,,,,,,,,,,
379,1,2024-09-08,QR,Entregado,2135,5,11.7,24.5,2.1,6.0,rollo,5,Fibra Discontinua de poliéster,18,64,psf material rigido de difusión para la creación de guata o lamina de poliéster,,,,,,,,,,,,,
379,1,2024-09-08,QR,Entregado,2136,5,12.4,24.5,2.2,3.0,rollo,5,Fibra Discontinua de poliéster,18,64,psf material rigido de difusión para la creación de guata o lamina de poliéster,,,,,,,,,,,,,
379,1,2024-09-08,QR,Entregado,2137,6,9.0,24.5,2.2,3.0,rollo,6,Fibra Discontinua de poliéster,15,64,psf material semi rigido de difusión para la creación de guata o lamina de poliéster,,,,,,,,,,,,,
379,1,2024-09-08,QR,Entregado,2138,2,20.0,22.5,,,saco,2,Fibra Siliconada,18,64,"material extra aspero grade a, hcs - made in China",,,,,,,,,,,,,
379,1,2024-09-08,QR,Entregado,2139,3,10.0,23.0,,,saco,3,Fibra Siliconada,7,64,"material suave grade a, hcs - made in China",,,,,,,,,,,,,
379,1,2024-09-08,QR,Entregado,2140,1,10.0,22.5,,,saco,1,Fibra Siliconada,15,64,Grade A made in China,1.0,1.27,10000.0,2023-01-04,1016.0,1898.65,1270.0,63.5,,1.0,0.3,3000.0,2023-01-31
379,1,2024-09-08,QR,Entregado,2141,2,10.0,22.5,,,saco,2,Fibra Siliconada,18,64,"material extra aspero grade a, hcs - made in China",,,,,,,,,,,,,
379,1,2024-09-08,QR,Entregado,2142,3,20.0,23.0,,,saco,3,Fibra Siliconada,7,64,"material suave grade a, hcs - made in China",,,,,,,,,,,,,
379,1,2024-09-08,QR,Entregado,2143,1,20.0,22.5,,,saco,1,Fibra Siliconada,15,64,Grade A made in China,1.0,1.27,10000.0,2023-01-04,1016.0,1898.65,1270.0,63.5,,1.0,0.3,3000.0,2023-01-31
379,1,2024-09-08,QR,Entregado,2144,1,10.0,22.5,,,saco,1,Fibra Siliconada,15,64,Grade A made in China,1.0,1.27,10000.0,2023-01-04,1016.0,1898.65,1270.0,63.5,,1.0,0.3,3000.0,2023-01-31
379,1,2024-09-08,QR,Entregado,2145,1,10.0,22.5,,,saco,1,Fibra Siliconada,15,64,Grade A made in China,1.0,1.27,10000.0,2023-01-04,1016.0,1898.65,1270.0,63.5,,1.0,0.3,3000.0,2023-01-31
380,1,2024-09-10,QR,Retirado,2146,5,11.7,24.5,2.3,6.0,rollo,5,Fibra Discontinua de poliéster,18,64,psf material rigido de difusión para la creación de guata o lamina de poliéster,,,,,,,,,,,,,
380,1,2024-09-10,QR,Retirado,2147,6,9.4,24.5,2.4,3.0,rollo,6,Fibra Discontinua de poliéster,15,64,psf material semi rigido de difusión para la creación de guata o lamina de poliéster,,,,,,,,,,,,,
380,1,2024-09-10,QR,Retirado,2148,6,11.7,24.5,2.4,4.0,rollo,6,Fibra Discontinua de poliéster,15,64,psf material semi rigido de difusión para la creación de guata o lamina de poliéster,,,,,,,,,,,,,
380,1,2024-09-10,QR,Retirado,2149,5,10.8,24.5,2.3,5.0,rollo,5,Fibra Discontinua de poliéster,18,64,psf material rigido de difusión para la creación de guata o lamina de poliéster,,,,,,,,,,,,,
380,1,2024-09-10,QR,Retirado,2150,6,8.9,24.5,2.4,4.0,rollo,6,Fibra Discontinua de poliéster,15,64,psf material semi rigido de difusión para la creación de guata o lamina de poliéster,,,,,,,,,,,,,
380,1,2024-09-10,QR,Retirado,2151,1,20.0,22.5,,,saco,1,Fibra Siliconada,15,64,Grade A made in China,1.0,1.27,10000.0,2023-01-04,1016.0,1898.65,1270.0,63.5,,1.0,0.3,3000.0,2023-01-31
380,1,2024-09-10,QR,Retirado,2152,3,10.0,23.0,,,saco,3,Fibra Siliconada,7,64,"material suave grade a, hcs - made in China",,,,,,,,,,,,,
380,1,2024-09-10,QR,Retirado,2153,3,10.0,23.0,,,saco,3,Fibra Siliconada,7,64,"material suave grade a, hcs - made in China",,,,,,,,,,,,,
380,1,2024-09-10,QR,Retirado,2154,2,10.0,22.5,,,saco,2,Fibra Siliconada,18,64,"material extra aspero grade a, hcs - made in China",,,,,,,,,,,,,
380,1,2024-09-10,QR,Retirado,2155,3,10.0,23.0,,,saco,3,Fibra Siliconada,7,64,"material suave grade a, hcs - made in China",,,,,,,,,,,,,
380,1,2024-09-10,QR,Retirado,2156,3,20.0,23.0,,,saco,3,Fibra Siliconada,7,64,"material suave grade a, hcs - made in China",,,,,,,,,,,,,
380,1,2024-09-10,QR,Retirado,2157,2,20.0,22.5,,,saco,2,Fibra Siliconada,18,64,"material extra aspero grade a, hcs - made in China",,,,,,,,,,,,,
380,1,2024-09-10,QR,Retirado,2158,2,20.0,22.5,,,saco,2,Fibra Siliconada,18,64,"material extra aspero grade a, hcs - made in China",,,,,,,,,,,,,
381,1,2024-09-14,Efectivo,Retirado,2159,6,10.7,24.5,2.1,6.0,rollo,6,Fibra Discontinua de poliéster,15,64,psf material semi rigido de difusión para la creación de guata o lamina de poliéster,,,,,,,,,,,,,
381,1,2024-09-14,Efectivo,Retirado,2160,5,9.6,24.5,2.1,5.0,rollo,5,Fibra Discontinua de poliéster,18,64,psf material rigido de difusión para la creación de guata o lamina de poliéster,,,,,,,,,,,,,
381,1,2024-09-14,Efectivo,Retirado,2161,6,10.2,24.5,2.0,1.0,rollo,6,Fibra Discontinua de poliéster,15,64,psf material semi rigido de difusión para la creación de guata o lamina de poliéster,,,,,,,,,,,,,
381,1,2024-09-14,Efectivo,Retirado,2162,5,12.4,24.5,2.3,3.0,rollo,5,Fibra Discontinua de poliéster,18,64,psf material rigido de difusión para la creación de guata o lamina de poliéster,,,,,,,,,,,,,
381,1,2024-09-14,Efectivo,Retirado,2163,6,12.0,24.5,2.3,5.0,rollo,6,Fibra Discontinua de poliéster,15,64,psf material semi rigido de difusión para la creación de guata o lamina de poliéster,,,,,,,,,,,,,
381,1,2024-09-14,Efectivo,Retirado,2164,1,20.0,22.5,,,saco,1,Fibra Siliconada,15,64,Grade A made in China,1.0,1.27,10000.0,2023-01-04,1016.0,1898.65,1270.0,63.5,,1.0,0.3,3000.0,2023-01-31
381,1,2024-09-14,Efectivo,Retirado,2165,3,20.0,23.0,,,saco,3,Fibra Siliconada,7,64,"material suave grade a, hcs - made in China",,,,,,,,,,,,,
381,1,2024-09-14,Efectivo,Retirado,2166,1,20.0,22.5,,,saco,1,Fibra Siliconada,15,64,Grade A made in China,1.0,1.27,10000.0,2023-01-04,1016.0,1898.65,1270.0,63.5,,1.0,0.3,3000.0,2023-01-31
381,1,2024-09-14,Efectivo,Retirado,2167,3,20.0,23.0,,,saco,3,Fibra Siliconada,7,64,"material suave grade a, hcs - made in China",,,,,,,,,,,,,
381,1,2024-09-14,Efectivo,Retirado,2168,1,20.0,22.5,,,saco,1,Fibra Siliconada,15,64,Grade A made in China,1.0,1.27,10000.0,2023-01-04,1016.0,1898.65,1270.0,63.5,,1.0,0.3,3000.0,2023-01-31
381,1,2024-09-14,Efectivo,Retirado,2169,3,10.0,23.0,,,saco,3,Fibra Siliconada,7,64,"material suave grade a, hcs - made in China",,,,,,,,,,,,,
381,1,2024-09-14,Efectivo,Retirado,2170,2,20.0,22.5,,,saco,2,Fibra Siliconada,18,64,"material extra aspero grade a, hcs - made in China",,,,,,,,,,,,,
381,1,2024-09-14,Efectivo,Retirado,2171,1,20.0,22.5,,,saco,1,Fibra Siliconada,15,64,Grade A made in China,1.0,1.27,10000.0,2023-01-04,1016.0,1898.65,1270.0,63.5,,1.0,0.3,3000.0,2023-01-31
382,1,2024-09-18,QR,Retirado,2172,5,10.7,24.5,2.0,6.0,rollo,5,Fibra Discontinua de poliéster,18,64,psf material rigido de difusión para la creación de guata o lamina de poliéster,,,,,,,,,,,,,
382,1,2024-09-18,QR,Retirado,2173,5,10.5,24.5,2.1,6.0,rollo,5,Fibra Discontinua de poliéster,18,64,psf material rigido de difusión para la creación de guata o lamina de poliéster,,,,,,,,,,,,,
382,1,2024-09-18,QR,Retirado,2174,6,10.7,24.5,2.0,1.0,rollo,6,Fibra Discontinua de poliéster,15,64,psf material semi rigido de difusión para la creación de guata o lamina de poliéster,,,,,,,,,,,,,
382,1,2024-09-18,QR,Retirado,2175,5,12.4,24.5,2.4,1.0,rollo,5,Fibra Discontinua de poliéster,18,64,psf material rigido de difusión para la creación de guata o lamina de poliéster,,,,,,,,,,,,,
382,1,2024-09-18,QR,Retirado,2176,5,9.3,24.5,2.1,4.0,rollo,5,Fibra Discontinua de poliéster,18,64,psf material rigido de difusión para la creación de guata o lamina de poliéster,,,,,,,,,,,,,
382,1,2024-09-18,QR,Retirado,2177,1,10.0,22.5,,,saco,1,Fibra Siliconada,15,64,Grade A made in China,1.0,1.27,10000.0,2023-01-04,1016.0,1898.65,1270.0,63.5,,1.0,0.3,3000.0,2023-01-31
382,1,2024-09-18,QR,Retirado,2178,2,10.0,22.5,,,saco,2,Fibra Siliconada,18,64,"material extra aspero grade a, hcs - made in China",,,,,,,,,,,,,
382,1,2024-09-18,QR,Retirado,2179,3,10.0,23.0,,,saco,3,Fibra Siliconada,7,64,"material suave grade a, hcs - made in China",,,,,,,,,,,,,
382,1,2024-09-18,QR,Retirado,2180,1,20.0,22.5,,,saco,1,Fibra Siliconada,15,64,Grade A made in China,1.0,1.27,10000.0,2023-01-04,1016.0,1898.65,1270.0,63.5,,1.0,0.3,3000.0,2023-01-31
382,1,2024-09-18,QR,Retirado,2181,3,20.0,23.0,,,saco,3,Fibra Siliconada,7,64,"material suave grade a, hcs - made in China",,,,,,,,,,,,,
382,1,2024-09-18,QR,Retirado,2182,2,10.0,22.5,,,saco,2,Fibra Siliconada,18,64,"material extra aspero grade a, hcs - made in China",,,,,,,,,,,,,
382,1,2024-09-18,QR,Retirado,2183,2,10.0,22.5,,,saco,2,Fibra Siliconada,18,64,"material extra aspero grade a, hcs - made in China",,,,,,,,,,,,,
382,1,2024-09-18,QR,Retirado,2184,2,10.0,22.5,,,saco,2,Fibra Siliconada,18,64,"material extra aspero grade a, hcs - made in China",,,,,,,,,,,,,
383,1,2024-10-06,QR,Entregado,2185,5,10.8,24.5,2.0,4.0,rollo,5,Fibra Discontinua de poliéster,18,64,psf material rigido de difusión para la creación de guata o lamina de poliéster,,,,,,,,,,,,,
383,1,2024-10-06,QR,Entregado,2186,6,10.8,24.5,2.0,1.0,rollo,6,Fibra Discontinua de poliéster,15,64,psf material semi rigido de difusión para la creación de guata o lamina de poliéster,,,,,,,,,,,,,
383,1,2024-10-06,QR,Entregado,2187,5,10.6,24.5,2.1,4.0,rollo,5,Fibra Discontinua de poliéster,18,64,psf material rigido de difusión para la creación de guata o lamina de poliéster,,,,,,,,,,,,,
383,1,2024-10-06,QR,Entregado,2188,6,10.5,24.5,2.0,1.0,rollo,6,Fibra Discontinua de poliéster,15,64,psf material semi rigido de difusión para la creación de guata o lamina de poliéster,,,,,,,,,,,,,
383,1,2024-10-06,QR,Entregado,2189,6,12.5,24.5,2.0,4.0,rollo,6,Fibra Discontinua de poliéster,15,64,psf material semi rigido de difusión para la creación de guata o lamina de poliéster,,,,,,,,,,,,,
383,1,2024-10-06,QR,Entregado,2190,2,20.0,22.5,,,saco,2,Fibra Siliconada,18,64,"material extra aspero grade a, hcs - made in China",,,,,,,,,,,,,
383,1,2024-10-06,QR,Entregado,2191,3,10.0,23.0,,,saco,3,Fibra Siliconada,7,64,"material suave grade a, hcs - made in China",,,,,,,,,,,,,
383,1,2024-10-06,QR,Entregado,2192,1,10.0,22.5,,,saco,1,Fibra Siliconada,15,64,Grade A made in China,1.0,1.27,10000.0,2023-01-04,1016.0,1898.65,1270.0,63.5,,1.0,0.3,3000.0,2023-01-31
383,1,2024-10-06,QR,Entregado,2193,1,20.0,22.5,,,saco,1,Fibra Siliconada,15,64,Grade A made in China,1.0,1.27,10000.0,2023-01-04,1016.0,1898.65,1270.0,63.5,,1.0,0.3,3000.0,2023-01-31
383,1,2024-10-06,QR,Entregado,2194,1,20.0,22.5,,,saco,1,Fibra Siliconada,15,64,Grade A made in China,1.0,1.27,10000.0,2023-01-04,1016.0,1898.65,1270.0,63.5,,1.0,0.3,3000.0,2023-01-31
383,1,2024-10-06,QR,Entregado,2195,3,10.0,23.0,,,saco,3,Fibra Siliconada,7,64,"material suave grade a, hcs - made in China",,,,,,,,,,,,,
383,1,2024-10-06,QR,Entregado,2196,3,20.0,23.0,,,saco,3,Fibra Siliconada,7,64,"material suave grade a, hcs - made in China",,,,,,,,,,,,,
383,1,2024-10-06,QR,Entregado,2197,3,20.0,23.0,,,saco,3,Fibra Siliconada,7,64,"material suave grade a, hcs - made in China",,,,,,,,,,,,,
384,1,2024-10-15,Efectivo,Retirado,2198,6,11.4,24.5,2.4,1.0,rollo,6,Fibra Discontinua de poliéster,15,64,psf material semi rigido de difusión para la creación de guata o lamina de poliéster,,,,,,,,,,,,,
384,1,2024-10-15,Efectivo,Retirado,2199,5,11.3,24.5,2.2,2.0,rollo,5,Fibra Discontinua de poliéster,18,64,psf material rigido de difusión para la creación de guata o lamina de poliéster,,,,,,,,,,,,,
384,1,2024-10-15,Efectivo,Retirado,2200,5,9.8,24.5,2.2,2.0,rollo,5,Fibra Discontinua de poliéster,18,64,psf material rigido de difusión para la creación de guata o lamina de poliéster,,,,,,,,,,,,,
384,1,2024-10-15,Efectivo,Retirado,2201,6,11.2,24.5,2.0,2.0,rollo,6,Fibra Discontinua de poliéster,15,64,psf material semi rigido de difusión para la creación de guata o lamina de poliéster,,,,,,,,,,,,,
384,1,2024-10-15,Efectivo,Retirado,2202,6,12.2,24.5,2.2,4.0,rollo,6,Fibra Discontinua de poliéster,15,64,psf material semi rigido de difusión para la creación de guata o lamina de poliéster,,,,,,,,,,,,,
384,1,2024-10-15,Efectivo,Retirado,2203,1,20.0,22.5,,,saco,1,Fibra Siliconada,15,64,Grade A made in China,1.0,1.27,10000.0,2023-01-04,1016.0,1898.65,1270.0,63.5,,1.0,0.3,3000.0,2023-01-31
384,1,2024-10-15,Efectivo,Retirado,2204,1,10.0,22.5,,,saco,1,Fibra Siliconada,15,64,Grade A made in China,1.0,1.27,10000.0,2023-01-04,1016.0,1898.65,1270.0,63.5,,1.0,0.3,3000.0,2023-01-31
384,1,2024-10-15,Efectivo,Retirado,2205,3,10.0,23.0,,,saco,3,Fibra Siliconada,7,64,"material suave grade a, hcs - made in China",,,,,,,,,,,,,
384,1,2024-10-15,Efectivo,Retirado,2206,2,20.0,22.5,,,saco,2,Fibra Siliconada,18,64,"material extra aspero grade a, hcs - made in China",,,,,,,,,,,,,
384,1,2024-10-15,Efectivo,Retirado,2207,3,20.0,23.0,,,saco,3,Fibra Siliconada,7,64,"material suave grade a, hcs - made in China",,,,,,,,,,,,,
384,1,2024-10-15,Efectivo,Retirado,2208,2,20.0,22.5,,,saco,2,Fibra Siliconada,18,64,"material extra aspero grade a, hcs - made in China",,,,,,,,,,,,,
384,1,2024-10-15,Efectivo,Retirado,2209,1,10.0,22.5,,,saco,1,Fibra Siliconada,15,64,Grade A made in China,1.0,1.27,10000.0,2023-01-04,1016.0,1898.65,1270.0,63.5,,1.0,0.3,3000.0,2023-01-31
384,1,2024-10-15,Efectivo,Retirado,2210,3,20.0,23.0,,,saco,3,Fibra Siliconada,7,64,"material suave grade a, hcs - made in China",,,,,,,,,,,,,
385,1,2024-10-29,QR,Retirado,2211,6,9.1,25.0,2.4,1.0,rollo,6,Fibra Discontinua de poliéster,15,64,psf material semi rigido de difusión para la creación de guata o lamina de poliéster,,,,,,,,,,,,,
385,1,2024-10-29,QR,Retirado,2212,5,8.7,25.0,2.2,5.0,rollo,5,Fibra Discontinua de poliéster,18,64,psf material rigido de difusión para la creación de guata o lamina de poliéster,,,,,,,,,,,,,
385,1,2024-10-29,QR,Retirado,2213,6,12.1,25.0,2.2,3.0,rollo,6,Fibra Discontinua de poliéster,15,64,psf material semi rigido de difusión para la creación de guata o lamina de poliéster,,,,,,,,,,,,,
385,1,2024-10-29,QR,Retirado,2214,5,11.2,25.0,2.1,3.0,rollo,5,Fibra Discontinua de poliéster,18,64,psf material rigido de difusión para la creación de guata o lamina de poliéster,,,,,,,,,,,,,
385,1,2024-10-29,QR,Retirado,2215,6,10.8,25.0,2.2,4.0,rollo,6,Fibra Discontinua de poliéster,15,64,psf material semi rigido de difusión para la creación de guata o lamina de poliéster,,,,,,,,,,,,,
385,1,2024-10-29,QR,Retirado,2216,1,20.0,23.0,,,saco,1,Fibra Siliconada,15,64,Grade A made in China,1.0,1.27,10000.0,2023-01-04,1016.0,1898.65,1270.0,63.5,,1.0,0.3,3000.0,2023-01-31
385,1,2024-10-29,QR,Retirado,2217,1,20.0,23.0,,,saco,1,Fibra Siliconada,15,64,Grade A made in China,1.0,1.27,10000.0,2023-01-04,1016.0,1898.65,1270.0,63.5,,1.0,0.3,3000.0,2023-01-31
385,1,2024-10-29,QR,Retirado,2218,3,10.0,23.5,,,saco,3,Fibra Siliconada,7,64,"material suave grade a, hcs - made in China",,,,,,,,,,,,,
385,1,2024-10-29,QR,Retirado,2219,2,10.0,23.0,,,saco,2,Fibra Siliconada,18,64,"material extra aspero grade a, hcs - made in China",,,,,,,,,,,,,
385,1,2024-10-29,QR,Retirado,2220,2,10.0,23.0,,,saco,2,Fibra Siliconada,18,64,"material extra aspero grade a, hcs - made in China",,,,,,,,,,,,,
385,1,2024-10-29,QR,Retirado,2221,1,10.0,23.0,,,saco,1,Fibra Siliconada,15,64,Grade A made in China,1.0,1.27,10000.0,2023-01-04,1016.0,1898.65,1270.0,63.5,,1.0,0.3,3000.0,2023-01-31
385,1,2024-10-29,QR,Retirado,2222,1,10.0,23.0,,,saco,1,Fibra Siliconada,15,64,Grade A made in China,1.0,1.27,10000.0,2023-01-04,1016.0,1898.65,1270.0,63.5,,1.0,0.3,3000.0,2023-01-31
385,1,2024-10-29,QR,Retirado,2223,1,10.0,23.0,,,saco,1,Fibra Siliconada,15,64,Grade A made in China,1.0,1.27,10000.0,2023-01-04,1016.0,1898.65,1270.0,63.5,,1.0,0.3,3000.0,2023-01-31
386,1,2024-11-02,Efectivo,Retirado,2224,6,11.3,25.5,2.3,2.0,rollo,6,Fibra Discontinua de poliéster,15,64,psf material semi rigido de difusión para la creación de guata o lamina de poliéster,,,,,,,,,,,,,
386,1,2024-11-02,Efectivo,Retirado,2225,6,8.5,25.5,2.4,4.0,rollo,6,Fibra Discontinua de poliéster,15,64,psf material semi rigido de difusión para la creación de guata o lamina de poliéster,,,,,,,,,,,,,
386,1,2024-11-02,Efectivo,Retirado,2226,5,8.6,25.5,2.2,4.0,rollo,5,Fibra Discontinua de poliéster,18,64,psf material rigido de difusión para la creación de guata o lamina de poliéster,,,,,,,,,,,,,
386,1,2024-11-02,Efectivo,Retirado,2227,6,8.9,25.5,2.4,6.0,rollo,6,Fibra Discontinua de poliéster,15,64,psf material semi rigido de difusión para la creación de guata o lamina de poliéster,,,,,,,,,,,,,
386,1,2024-11-02,Efectivo,Retirado,2228,6,11.4,25.5,2.0,2.0,rollo,6,Fibra Discontinua de poliéster,15,64,psf material semi rigido de difusión para la creación de guata o lamina de poliéster,,,,,,,,,,,,,
386,1,2024-11-02,Efectivo,Retirado,2229,1,20.0,23.0,,,saco,1,Fibra Siliconada,15,64,Grade A made in China,1.0,1.27,10000.0,2023-01-04,1016.0,1898.65,1270.0,63.5,,1.0,0.3,3000.0,2023-01-31
386,1,2024-11-02,Efectivo,Retirado,2230,3,20.0,23.5,,,saco,3,Fibra Siliconada,7,64,"material suave grade a, hcs - made in China",,,,,,,,,,,,,
386,1,2024-11-02,Efectivo,Retirado,2231,2,20.0,23.0,,,saco,2,Fibra Siliconada,18,64,"material extra aspero grade a, hcs - made in China",,,,,,,,,,,,,
386,1,2024-11-02,Efectivo,Retirado,2232,1,20.0,23.0,,,saco,1,Fibra Siliconada,15,64,Grade A made in China,1.0,1.27,10000.0,2023-01-04,1016.0,1898.65,1270.0,63.5,,1.0,0.3,3000.0,2023-01-31
386,1,2024-11-02,Efectivo,Retirado,2233,2,20.0,23.0,,,saco,2,Fibra Siliconada,18,64,"material extra aspero grade a, hcs - made in China",,,,,,,,,,,,,
386,1,2024-11-02,Efectivo,Retirado,2234,3,20.0,23.5,,,saco,3,Fibra Siliconada,7,64,"material suave grade a, hcs - made in China",,,,,,,,,,,,,
386,1,2024-11-02,Efectivo,Retirado,2235,3,20.0,23.5,,,saco,3,Fibra Siliconada,7,64,"material suave grade a, hcs - made in China",,,,,,,,,,,,,
386,1,2024-11-02,Efectivo,Retirado,2236,1,20.0,23.0,,,saco,1,Fibra Siliconada,15,64,Grade A made in China,1.0,1.27,10000.0,2023-01-04,1016.0,1898.65,1270.0,63.5,,1.0,0.3,3000.0,2023-01-31
